quelle,typ,ziel,ziel_vorhanden
094978298,Verweis,094978239,True
094978298,Verweis,094978220,True
094978298,Verweis,094977011,True
094978298,Verweis,NEU-094978298-62,True
094978298,Verweis,094976937,True
094978298,Verweis,094976953,True
094978298,Verweis,094978212,True
094978298,Verweis,094978204,True
094978298,Verweis,094978190,True
094978298,Verweis,094976945,True
094978298,Verweis,094976929,True
094978298,Verweis,094978182,True
094978298,Verweis,094978174,True
094978298,Verweis,094978166,True
094978298,Verweis,094978158,True
094978298,Verweis,09497814X,True
094978298,Verweis,094978131,True
094978298,Verweis,094978123,True
094978298,Verweis,094978115,True
094978298,Verweis,094978107,True
094978298,Verweis,094978093,True
094978298,Verweis,094978085,True
094978298,Verweis,094978077,True
094978298,Verweis,094978069,True
094978298,Verweis,094978050,True
094978298,Verweis,094978042,True
094978298,Verweis,094976880,True
094978298,Verweis,094978034,True
094978298,Verweis,094947325,True
094978298,Verweis,094978026,True
094978298,Verweis,094916306,True
094978298,Verweis,09490524X,True
NEU-094978298-61,Verweis,094978298,True
NEU-094966222-67,Verweis,094966222,True
NEU-094918791-48,Verweis,094918791,True
09492368X,Antwort,NEU-ANTWORT-16,True
094922845,Antwort,NEU-ANTWORT-16,True
094922837,Antwort,NEU-ANTWORT-16,True
NEU-ANTWORT-16,Antrittsrede,09492368X,True
NEU-ANTWORT-16,Antrittsrede,094922845,True
NEU-ANTWORT-16,Antrittsrede,094922837,True
09494296X,Antwort,NEU-ANTWORT-17,True
NEU-ANTWORT-17,Antrittsrede,09494296X,True
NEU-094966222-68,Verweis,094966222,True
09497828X,Verweis,094977127,True
09497828X,Verweis,09497702X,True
09497828X,Verweis,094978301,True
09497828X,Verweis,094978298,True
09497828X,Verweis,094927405,True
09497828X,Verweis,NEU-09497828X-63,True
09497828X,Verweis,094978271,True
09497828X,Verweis,094978263,True
09497828X,Verweis,094978255,True
09497828X,Verweis,094978247,True
09497828X,Verweis,094978239,True
09497828X,Verweis,094978220,True
09497828X,Verweis,094977011,True
09497828X,Verweis,NEU-09497828X-64,True
09497828X,Verweis,094976937,True
09497828X,Verweis,094976953,True
09497828X,Verweis,094978212,True
09497828X,Verweis,094978204,True
09497828X,Verweis,094978190,True
09497828X,Verweis,094976945,True
09497828X,Verweis,094976929,True
09497828X,Verweis,094978182,True
09497828X,Verweis,094978174,True
09497828X,Verweis,094978166,True
09497828X,Verweis,094978158,True
09497828X,Verweis,09497814X,True
09497828X,Verweis,094978131,True
09497828X,Verweis,094978123,True
09497828X,Verweis,094978115,True
09497828X,Verweis,094978107,True
09497828X,Verweis,094978093,True
09497828X,Verweis,094978085,True
09497828X,Verweis,094978077,True
09497828X,Verweis,094978069,True
09497828X,Verweis,094978050,True
09497828X,Verweis,094978042,True
09497828X,Verweis,094976880,True
09497828X,Verweis,094978034,True
09497828X,Verweis,094947325,True
09497828X,Verweis,094978026,True
09497828X,Verweis,094916306,True
09497828X,Verweis,09490524X,True
NEU-09497828X-63,Verweis,09497828X,True
094899657,Verweis,094932573,True
094899657,Verweis,09493276X,True
NEU-094954801-33,Volltext,094954801,True
094978271,Verweis,094977127,True
094978271,Verweis,09497702X,True
094978271,Verweis,094978301,True
094978271,Verweis,094978298,True
094978271,Verweis,09497828X,True
094978271,Verweis,094927405,True
094978271,Verweis,NEU-094978271-65,True
094978271,Verweis,094978263,True
094978271,Verweis,094978255,True
094978271,Verweis,094978247,True
094978271,Verweis,094978239,True
094978271,Verweis,094978220,True
094978271,Verweis,094977011,True
094978271,Verweis,NEU-094978271-66,True
094978271,Verweis,094976937,True
094978271,Verweis,094976953,True
094978271,Verweis,094978212,True
094978271,Verweis,094978204,True
094978271,Verweis,094978190,True
094978271,Verweis,094976945,True
094978271,Verweis,094976929,True
094978271,Verweis,094978182,True
094978271,Verweis,094978174,True
094978271,Verweis,094978166,True
094978271,Verweis,094978158,True
094978271,Verweis,09497814X,True
094978271,Verweis,094978131,True
094978271,Verweis,094978123,True
094978271,Verweis,094978115,True
094978271,Verweis,094978107,True
094978271,Verweis,094978093,True
094978271,Verweis,094978085,True
094978271,Verweis,094978077,True
094978271,Verweis,094978069,True
094978271,Verweis,094978050,True
094978271,Verweis,094978042,True
094978271,Verweis,094976880,True
094978271,Verweis,094978034,True
094978271,Verweis,094947325,True
094978271,Verweis,094978026,True
094978271,Verweis,094916306,True
094978271,Verweis,09490524X,True
NEU-094978271-65,Verweis,094978271,True
NEU-094966222-69,Verweis,094966222,True
094966222,Verweis,094919364,True
094966222,Verweis,NEU-094966222-67,True
094966222,Verweis,NEU-094966222-68,True
094966222,Verweis,NEU-094966222-69,True
094978263,Verweis,094927405,True
094978263,Verweis,094977127,True
094978263,Verweis,09497702X,True
094978263,Verweis,094978301,True
094978263,Verweis,094978298,True
094978263,Verweis,09497828X,True
094978263,Verweis,094978271,True
094978263,Verweis,NEU-094978263-70,True
094978263,Verweis,094978255,True
094978263,Verweis,094978247,True
094978263,Verweis,094978239,True
094978263,Verweis,094978220,True
094978263,Verweis,094977011,True
094978263,Verweis,NEU-094978263-71,True
094978263,Verweis,094976937,True
094978263,Verweis,094976953,True
094978263,Verweis,094978212,True
094978263,Verweis,094978204,True
094978263,Verweis,094978190,True
094978263,Verweis,094976945,True
094978263,Verweis,094976929,True
094978263,Verweis,094978182,True
094978263,Verweis,094978174,True
094978263,Verweis,094978166,True
094978263,Verweis,094978158,True
094978263,Verweis,09497814X,True
094978263,Verweis,094978131,True
094978263,Verweis,094978123,True
094978263,Verweis,094978115,True
094978263,Verweis,094978107,True
094978263,Verweis,094978093,True
094978263,Verweis,094978085,True
094978263,Verweis,094978077,True
094978263,Verweis,094978069,True
094978263,Verweis,094978050,True
094978263,Verweis,094978042,True
094978263,Verweis,094976880,True
094978263,Verweis,094978034,True
094978263,Verweis,094947325,True
094978263,Verweis,094978026,True
094978263,Verweis,094916306,True
094978263,Verweis,09490524X,True
NEU-094978263-70,Verweis,094978263,True
094978255,Verweis,094927405,True
094978255,Verweis,094977127,True
094978255,Verweis,09497702X,True
094978255,Verweis,094978301,True
094978255,Verweis,094978298,True
094978255,Verweis,09497828X,True
094978255,Verweis,094978271,True
094978255,Verweis,094978263,True
094978255,Verweis,NEU-094978255-72,True
094978255,Verweis,094978247,True
094978255,Verweis,094978239,True
094978255,Verweis,094978220,True
094978255,Verweis,094977011,True
094978255,Verweis,NEU-094978255-73,True
094978255,Verweis,094976937,True
094978255,Verweis,094976953,True
094978255,Verweis,094978212,True
094978255,Verweis,094978204,True
094978255,Verweis,094978190,True
094978255,Verweis,094976945,True
094978255,Verweis,094976929,True
094978255,Verweis,094978182,True
094978255,Verweis,094978174,True
094978255,Verweis,094978166,True
094978255,Verweis,094978158,True
094978255,Verweis,09497814X,True
094978255,Verweis,094978131,True
094978255,Verweis,094978123,True
094978255,Verweis,094978115,True
094978255,Verweis,094978107,True
094978255,Verweis,094978093,True
094978255,Verweis,094978085,True
094978255,Verweis,094978077,True
094978255,Verweis,094978069,True
094978255,Verweis,094978050,True
094978255,Verweis,094978042,True
094978255,Verweis,094976880,True
094978255,Verweis,094978034,True
094978255,Verweis,094947325,True
094978255,Verweis,094978026,True
094978255,Verweis,09490524X,True
094978255,Verweis,094916306,True
NEU-094978255-72,Verweis,094978255,True
094978247,Verweis,094927405,True
094978247,Verweis,094977127,True
094978247,Verweis,09497702X,True
094978247,Verweis,094978301,True
094978247,Verweis,094978298,True
094978247,Verweis,09497828X,True
094978247,Verweis,094978271,True
094978247,Verweis,094978263,True
094978247,Verweis,094978255,True
094978247,Verweis,NEU-094978247-74,True
094978247,Verweis,094978239,True
094978247,Verweis,094978220,True
094978247,Verweis,094977011,True
094978247,Verweis,NEU-094978247-75,True
094978247,Verweis,094976937,True
094978247,Verweis,094976953,True
094978247,Verweis,094978212,True
094978247,Verweis,094978204,True
094978247,Verweis,094978190,True
094978247,Verweis,094976945,True
094978247,Verweis,094976929,True
094978247,Verweis,094978182,True
094978247,Verweis,094978174,True
094978247,Verweis,094978166,True
094978247,Verweis,094978158,True
094978247,Verweis,09497814X,True
094978247,Verweis,094978131,True
094978247,Verweis,094978123,True
094978247,Verweis,094978115,True
094978247,Verweis,094978107,True
094978247,Verweis,094978093,True
094978247,Verweis,094978085,True
094978247,Verweis,094978077,True
094978247,Verweis,094978069,True
094978247,Verweis,094978050,True
094978247,Verweis,094978042,True
094978247,Verweis,094976880,True
094978247,Verweis,094978034,True
094978247,Verweis,094947325,True
094978247,Verweis,094978026,True
094978247,Verweis,094916306,True
094978247,Verweis,09490524X,True
NEU-094978247-74,Verweis,094978247,True
NEU-094919364-57,Verweis,094919364,True
094915288,Verweis,094921865,True
NEU-094919364-58,Verweis,094919364,True
094978239,Verweis,094927405,True
094978239,Verweis,094977127,True
094978239,Verweis,09497702X,True
094978239,Verweis,094978301,True
094978239,Verweis,094978298,True
094978239,Verweis,09497828X,True
094978239,Verweis,094978271,True
094978239,Verweis,094978263,True
094978239,Verweis,094978255,True
094978239,Verweis,094978247,True
094978239,Verweis,NEU-094978239-76,True
094978239,Verweis,094978220,True
094978239,Verweis,094977011,True
094978239,Verweis,NEU-094978239-77,True
094978239,Verweis,094976937,True
094978239,Verweis,094976953,True
094978239,Verweis,094978212,True
094978239,Verweis,094978204,True
094978239,Verweis,094978190,True
094978239,Verweis,094976945,True
094978239,Verweis,094976929,True
094978239,Verweis,094978182,True
094978239,Verweis,094978174,True
094978239,Verweis,094978166,True
094978239,Verweis,094978158,True
094978239,Verweis,09497814X,True
094978239,Verweis,094978131,True
094978239,Verweis,094978123,True
094978239,Verweis,094978115,True
094978239,Verweis,094978107,True
094978239,Verweis,094978093,True
094978239,Verweis,094978085,True
094978239,Verweis,094978077,True
094978239,Verweis,094978069,True
094978239,Verweis,094978050,True
094978239,Verweis,094978042,True
094978239,Verweis,094976880,True
094978239,Verweis,094978034,True
094978239,Verweis,094947325,True
094978239,Verweis,094978026,True
094978239,Verweis,094916306,True
094978239,Verweis,09490524X,True
NEU-094978239-76,Verweis,094978239,True
094903859,Antwort,NEU-ANTWORT-18,True
NEU-ANTWORT-18,Antrittsrede,094903859,True
094978220,Verweis,094927405,True
094978220,Verweis,094977127,True
094978220,Verweis,09497702X,True
094978220,Verweis,094978301,True
094978220,Verweis,094978298,True
094978220,Verweis,09497828X,True
094978220,Verweis,094978271,True
094978220,Verweis,094978263,True
094978220,Verweis,094978255,True
094978220,Verweis,094978247,True
094978220,Verweis,094978239,True
094978220,Verweis,NEU-094978220-78,True
094978220,Verweis,094977011,True
094978220,Verweis,NEU-094978220-79,True
094978220,Verweis,094976937,True
094978220,Verweis,094976953,True
094978220,Verweis,094978212,True
094978220,Verweis,094978204,True
094978220,Verweis,094978190,True
094978220,Verweis,094976945,True
094978220,Verweis,094976929,True
094978220,Verweis,094978182,True
094978220,Verweis,094978174,True
094978220,Verweis,094978166,True
094978220,Verweis,094978158,True
094978220,Verweis,09497814X,True
094978220,Verweis,094978131,True
094978220,Verweis,094978123,True
094978220,Verweis,094978115,True
094978220,Verweis,094978107,True
094978220,Verweis,094978093,True
094978220,Verweis,094978085,True
094978220,Verweis,094978077,True
094978220,Verweis,094978069,True
094978220,Verweis,094978050,True
094978220,Verweis,094978042,True
094978220,Verweis,094976880,True
094978220,Verweis,094978034,True
094978220,Verweis,094947325,True
094978220,Verweis,094978026,True
094978220,Verweis,094916306,True
094978220,Verweis,09490524X,True
NEU-094978220-78,Verweis,094978220,True
NEU-094919364-59,Verweis,094919364,True
094977011,Verweis,094927405,True
094977011,Verweis,094977127,True
094977011,Verweis,09497702X,True
094977011,Verweis,094978301,True
094977011,Verweis,094978298,True
094977011,Verweis,09497828X,True
094977011,Verweis,094978271,True
094977011,Verweis,094978263,True
094977011,Verweis,094978255,True
094977011,Verweis,094978247,True
094977011,Verweis,094978239,True
094977011,Verweis,094978220,True
094977011,Verweis,NEU-094977011-80,True
094977011,Verweis,NEU-094977011-81,True
094977011,Verweis,094976937,True
094977011,Verweis,094976953,True
094977011,Verweis,094978212,True
094977011,Verweis,094978204,True
094977011,Verweis,094978190,True
094977011,Verweis,094976945,True
094977011,Verweis,094976929,True
094977011,Verweis,094978182,True
094977011,Verweis,094978174,True
094977011,Verweis,094978166,True
094977011,Verweis,094978158,True
094977011,Verweis,09497814X,True
094977011,Verweis,094978131,True
094977011,Verweis,094978123,True
094977011,Verweis,094978115,True
094977011,Verweis,094978107,True
094977011,Verweis,094978093,True
094977011,Verweis,094978085,True
094977011,Verweis,094978077,True
094977011,Verweis,094978069,True
094977011,Verweis,094978050,True
094977011,Verweis,094978042,True
094977011,Verweis,094976880,True
094977011,Verweis,094978034,True
094977011,Verweis,094947325,True
094977011,Verweis,094978026,True
094977011,Verweis,094916306,True
094977011,Verweis,09490524X,True
NEU-094977011-80,Verweis,094977011,True
094932573,Verweis,094899657,True
094932573,Verweis,NEU-094932573-82,True
094932573,Verweis,09493276X,True
NEU-094919364-60,Verweis,094919364,True
094918589,Verweis,09490524X,True
09490524X,Verweis,094927405,True
09490524X,Verweis,094977127,True
09490524X,Verweis,09497702X,True
09490524X,Verweis,094978301,True
09490524X,Verweis,094978298,True
09490524X,Verweis,09497828X,True
09490524X,Verweis,094978271,True
09490524X,Verweis,094978263,True
09490524X,Verweis,094978255,True
09490524X,Verweis,094978247,True
09490524X,Verweis,094978239,True
09490524X,Verweis,094978220,True
09490524X,Verweis,094977011,True
09490524X,Verweis,094918589,True
09490524X,Verweis,094976937,True
09490524X,Verweis,094976953,True
09490524X,Verweis,094978212,True
09490524X,Verweis,094978204,True
09490524X,Verweis,094978190,True
09490524X,Verweis,094976945,True
09490524X,Verweis,094976929,True
09490524X,Verweis,094978182,True
09490524X,Verweis,094978174,True
09490524X,Verweis,094978166,True
09490524X,Verweis,094978158,True
09490524X,Verweis,09497814X,True
09490524X,Verweis,094978131,True
09490524X,Verweis,094978123,True
09490524X,Verweis,094978115,True
09490524X,Verweis,094978107,True
09490524X,Verweis,094978093,True
09490524X,Verweis,094978085,True
09490524X,Verweis,094978077,True
09490524X,Verweis,094978069,True
09490524X,Verweis,094978050,True
09490524X,Verweis,094978042,True
09490524X,Verweis,094976880,True
09490524X,Verweis,094978034,True
09490524X,Verweis,094947325,True
09490524X,Verweis,094978026,True
09490524X,Verweis,094916306,True
NEU-094927405-49,Verweis,094927405,True
NEU-094977127-52,Verweis,094977127,True
NEU-09497702X-54,Verweis,09497702X,True
NEU-094978301-56,Verweis,094978301,True
NEU-094978298-62,Verweis,094978298,True
NEU-09497828X-64,Verweis,09497828X,True
NEU-094978271-66,Verweis,094978271,True
NEU-094978263-71,Verweis,094978263,True
NEU-094978255-73,Verweis,094978255,True
NEU-094978247-75,Verweis,094978247,True
NEU-094978239-77,Verweis,094978239,True
NEU-094978220-79,Verweis,094978220,True
NEU-094977011-81,Verweis,094977011,True
NEU-094976937-83,Verweis,094976937,True
NEU-094976953-85,Verweis,094976953,True
NEU-094978212-87,Verweis,094978212,True
NEU-094978204-89,Verweis,094978204,True
NEU-094978190-91,Verweis,094978190,True
NEU-094976945-94,Verweis,094976945,True
NEU-094976929-96,Verweis,094976929,True
NEU-094978182-98,Verweis,094978182,True
NEU-094978174-100,Verweis,094978174,True
NEU-094978166-104,Verweis,094978166,True
NEU-094978158-106,Verweis,094978158,True
NEU-09497814X-109,Verweis,09497814X,True
NEU-094978131-111,Verweis,094978131,True
NEU-094978123-113,Verweis,094978123,True
NEU-094978115-115,Verweis,094978115,True
NEU-094978107-117,Verweis,094978107,True
NEU-094978093-119,Verweis,094978093,True
NEU-094978085-121,Verweis,094978085,True
NEU-094978077-123,Verweis,094978077,True
NEU-094978069-126,Verweis,094978069,True
NEU-094978050-128,Verweis,094978050,True
NEU-094978042-130,Verweis,094978042,True
NEU-094976880-132,Verweis,094976880,True
NEU-094978034-134,Verweis,094978034,True
NEU-094947325-136,Verweis,094947325,True
NEU-094978026-140,Verweis,094978026,True
NEU-094916306-143,Verweis,094916306,True
094897875,Nachtrag,094969175,True
094976937,Verweis,094927405,True
094976937,Verweis,094977127,True
094976937,Verweis,09497702X,True
094976937,Verweis,094978301,True
094976937,Verweis,094978298,True
094976937,Verweis,09497828X,True
094976937,Verweis,094978271,True
094976937,Verweis,094978263,True
094976937,Verweis,094978255,True
094976937,Verweis,094978247,True
094976937,Verweis,094978239,True
094976937,Verweis,094978220,True
094976937,Verweis,094977011,True
094976937,Verweis,09490524X,True
094976937,Verweis,NEU-094976937-83,True
094976937,Verweis,NEU-094976937-84,True
094976937,Verweis,094976953,True
094976937,Verweis,094978212,True
094976937,Verweis,094978204,True
094976937,Verweis,094978190,True
094976937,Verweis,094976945,True
094976937,Verweis,094976929,True
094976937,Verweis,094978182,True
094976937,Verweis,094978174,True
094976937,Verweis,094978166,True
094976937,Verweis,094978158,True
094976937,Verweis,09497814X,True
094976937,Verweis,094978131,True
094976937,Verweis,094978123,True
094976937,Verweis,094978115,True
094976937,Verweis,094978107,True
094976937,Verweis,094978093,True
094976937,Verweis,094978085,True
094976937,Verweis,094978077,True
094976937,Verweis,094978069,True
094976937,Verweis,094978050,True
094976937,Verweis,094978042,True
094976937,Verweis,094976880,True
094976937,Verweis,094978034,True
094976937,Verweis,094947325,True
094976937,Verweis,094978026,True
094976937,Verweis,094916306,True
NEU-094976937-84,Verweis,094976937,True
094976953,Verweis,094927405,True
094976953,Verweis,094977127,True
094976953,Verweis,09497702X,True
094976953,Verweis,094978301,True
094976953,Verweis,094978298,True
094976953,Verweis,09497828X,True
094976953,Verweis,094978271,True
094976953,Verweis,094978263,True
094976953,Verweis,094978255,True
094976953,Verweis,094978247,True
094976953,Verweis,094978239,True
094976953,Verweis,094978220,True
094976953,Verweis,094977011,True
094976953,Verweis,09490524X,True
094976953,Verweis,094976937,True
094976953,Verweis,NEU-094976953-85,True
094976953,Verweis,NEU-094976953-86,True
094976953,Verweis,094978212,True
094976953,Verweis,094978204,True
094976953,Verweis,094978190,True
094976953,Verweis,094976945,True
094976953,Verweis,094976929,True
094976953,Verweis,094978182,True
094976953,Verweis,094978174,True
094976953,Verweis,094978166,True
094976953,Verweis,094978158,True
094976953,Verweis,09497814X,True
094976953,Verweis,094978131,True
094976953,Verweis,094978123,True
094976953,Verweis,094978115,True
094976953,Verweis,094978107,True
094976953,Verweis,094978093,True
094976953,Verweis,094978085,True
094976953,Verweis,094978077,True
094976953,Verweis,094978069,True
094976953,Verweis,094978050,True
094976953,Verweis,094978042,True
094976953,Verweis,094976880,True
094976953,Verweis,094978034,True
094976953,Verweis,094947325,True
094976953,Verweis,094978026,True
094976953,Verweis,094916306,True
NEU-094976953-86,Verweis,094976953,True
094966893,Verweis,094968446,True
094969175,Hauptteil,094897875,True
09493276X,Verweis,094899657,True
09493276X,Verweis,094932573,True
NEU-094932573-82,Verweis,094932573,True
094978212,Verweis,094927405,True
094978212,Verweis,094977127,True
094978212,Verweis,09497702X,True
094978212,Verweis,094978301,True
094978212,Verweis,094978298,True
094978212,Verweis,09497828X,True
094978212,Verweis,094978271,True
094978212,Verweis,094978263,True
094978212,Verweis,094978255,True
094978212,Verweis,094978247,True
094978212,Verweis,094978239,True
094978212,Verweis,094978220,True
094978212,Verweis,094977011,True
094978212,Verweis,09490524X,True
094978212,Verweis,094976937,True
094978212,Verweis,094976953,True
094978212,Verweis,NEU-094978212-87,True
094978212,Verweis,NEU-094978212-88,True
094978212,Verweis,094978204,True
094978212,Verweis,094978190,True
094978212,Verweis,094976945,True
094978212,Verweis,094976929,True
094978212,Verweis,094978182,True
094978212,Verweis,094978174,True
094978212,Verweis,094978166,True
094978212,Verweis,094978158,True
094978212,Verweis,09497814X,True
094978212,Verweis,094978131,True
094978212,Verweis,094978123,True
094978212,Verweis,094978115,True
094978212,Verweis,094978107,True
094978212,Verweis,094978093,True
094978212,Verweis,094978085,True
094978212,Verweis,094978077,True
094978212,Verweis,094978069,True
094978212,Verweis,094978050,True
094978212,Verweis,094978042,True
094978212,Verweis,094976880,True
094978212,Verweis,094978034,True
094978212,Verweis,094947325,True
094978212,Verweis,094978026,True
094978212,Verweis,094916306,True
NEU-094978212-88,Verweis,094978212,True
094921865,Verweis,094915288,True
094956820,Verweis,094931135,True
NEU-094968446-102,Verweis,094968446,True
094978204,Verweis,094927405,True
094978204,Verweis,094977127,True
094978204,Verweis,09497702X,True
094978204,Verweis,094978301,True
094978204,Verweis,094978298,True
094978204,Verweis,09497828X,True
094978204,Verweis,094978271,True
094978204,Verweis,094978263,True
094978204,Verweis,094978255,True
094978204,Verweis,094978247,True
094978204,Verweis,094978239,True
094978204,Verweis,094978220,True
094978204,Verweis,094977011,True
094978204,Verweis,09490524X,True
094978204,Verweis,094976937,True
094978204,Verweis,094976953,True
094978204,Verweis,094978212,True
094978204,Verweis,NEU-094978204-89,True
094978204,Verweis,NEU-094978204-90,True
094978204,Verweis,094978190,True
094978204,Verweis,094976945,True
094978204,Verweis,094976929,True
094978204,Verweis,094978182,True
094978204,Verweis,094978174,True
094978204,Verweis,094978166,True
094978204,Verweis,094978158,True
094978204,Verweis,09497814X,True
094978204,Verweis,094978131,True
094978204,Verweis,094978123,True
094978204,Verweis,094978115,True
094978204,Verweis,094978107,True
094978204,Verweis,094978093,True
094978204,Verweis,094978085,True
094978204,Verweis,094978077,True
094978204,Verweis,094978069,True
094978204,Verweis,094978050,True
094978204,Verweis,094978042,True
094978204,Verweis,094976880,True
094978204,Verweis,094978034,True
094978204,Verweis,094947325,True
094978204,Verweis,094978026,True
094978204,Verweis,094916306,True
NEU-094978204-90,Verweis,094978204,True
NEU-094968446-103,Verweis,094968446,True
094978190,Verweis,094927405,True
094978190,Verweis,094977127,True
094978190,Verweis,09497702X,True
094978190,Verweis,094978301,True
094978190,Verweis,094978298,True
094978190,Verweis,09497828X,True
094978190,Verweis,094978271,True
094978190,Verweis,094978263,True
094978190,Verweis,094978255,True
094978190,Verweis,094978247,True
094978190,Verweis,094978239,True
094978190,Verweis,094978220,True
094978190,Verweis,094977011,True
094978190,Verweis,09490524X,True
094978190,Verweis,094976937,True
094978190,Verweis,094976953,True
094978190,Verweis,094978212,True
094978190,Verweis,094978204,True
094978190,Verweis,NEU-094978190-91,True
094978190,Verweis,NEU-094978190-92,True
094978190,Verweis,094976945,True
094978190,Verweis,094976929,True
094978190,Verweis,094978182,True
094978190,Verweis,094978174,True
094978190,Verweis,094978166,True
094978190,Verweis,094978158,True
094978190,Verweis,09497814X,True
094978190,Verweis,094978131,True
094978190,Verweis,094978123,True
094978190,Verweis,094978115,True
094978190,Verweis,094978107,True
094978190,Verweis,094978093,True
094978190,Verweis,094978085,True
094978190,Verweis,094978077,True
094978190,Verweis,094978069,True
094978190,Verweis,094978050,True
094978190,Verweis,094978042,True
094978190,Verweis,094976880,True
094978190,Verweis,094978034,True
094978190,Verweis,094947325,True
094978190,Verweis,094978026,True
094978190,Verweis,094916306,True
NEU-094978190-92,Verweis,094978190,True
094960259,Volltext,094977429,True
094918635,Fortsetzung,094935394,True
094918635,Verweis,094935394,True
094931135,Verweis,094956820,True
094952191,Volltext,094948305,True
094955417,Hauptteil,09493813X,True
094955417,Verweis,NEU-094955417-93,True
094955417,Hauptteil,094954704,True
094970327,Verweis,094920133,True
094950350,Verweis,09496114X,True
094976945,Verweis,094927405,True
094976945,Verweis,094977127,True
094976945,Verweis,09497702X,True
094976945,Verweis,094978301,True
094976945,Verweis,094978298,True
094976945,Verweis,09497828X,True
094976945,Verweis,094978271,True
094976945,Verweis,094978263,True
094976945,Verweis,094978255,True
094976945,Verweis,094978247,True
094976945,Verweis,094978239,True
094976945,Verweis,094978220,True
094976945,Verweis,094977011,True
094976945,Verweis,09490524X,True
094976945,Verweis,094976937,True
094976945,Verweis,094976953,True
094976945,Verweis,094978212,True
094976945,Verweis,094978204,True
094976945,Verweis,094978190,True
094976945,Verweis,NEU-094976945-94,True
094976945,Verweis,NEU-094976945-95,True
094976945,Verweis,094976929,True
094976945,Verweis,094978182,True
094976945,Verweis,094978174,True
094976945,Verweis,094978166,True
094976945,Verweis,094978158,True
094976945,Verweis,09497814X,True
094976945,Verweis,094978131,True
094976945,Verweis,094978123,True
094976945,Verweis,094978115,True
094976945,Verweis,094978107,True
094976945,Verweis,094978093,True
094976945,Verweis,094978085,True
094976945,Verweis,094978077,True
094976945,Verweis,094978069,True
094976945,Verweis,094978050,True
094976945,Verweis,094978042,True
094976945,Verweis,094976880,True
094976945,Verweis,094978034,True
094976945,Verweis,094947325,True
094976945,Verweis,094978026,True
094976945,Verweis,094916306,True
NEU-094976945-95,Verweis,094976945,True
094935394,Hauptteil,094918635,True
094935394,Verweis,094918635,True
094976929,Verweis,094927405,True
094976929,Verweis,094977127,True
094976929,Verweis,09497702X,True
094976929,Verweis,094978301,True
094976929,Verweis,094978298,True
094976929,Verweis,09497828X,True
094976929,Verweis,094978271,True
094976929,Verweis,094978263,True
094976929,Verweis,094978255,True
094976929,Verweis,094978247,True
094976929,Verweis,094978239,True
094976929,Verweis,094978220,True
094976929,Verweis,094977011,True
094976929,Verweis,09490524X,True
094976929,Verweis,094976937,True
094976929,Verweis,094976953,True
094976929,Verweis,094978212,True
094976929,Verweis,094978204,True
094976929,Verweis,094978190,True
094976929,Verweis,094976945,True
094976929,Verweis,NEU-094976929-96,True
094976929,Verweis,NEU-094976929-97,True
094976929,Verweis,094978182,True
094976929,Verweis,094978174,True
094976929,Verweis,094978166,True
094976929,Verweis,094978158,True
094976929,Verweis,09497814X,True
094976929,Verweis,094978131,True
094976929,Verweis,094978123,True
094976929,Verweis,094978115,True
094976929,Verweis,094978107,True
094976929,Verweis,094978093,True
094976929,Verweis,094978085,True
094976929,Verweis,094978077,True
094976929,Verweis,094978069,True
094976929,Verweis,094978050,True
094976929,Verweis,094978042,True
094976929,Verweis,094976880,True
094976929,Verweis,094978034,True
094976929,Verweis,094947325,True
094976929,Verweis,094978026,True
094976929,Verweis,094916306,True
NEU-094976929-97,Verweis,094976929,True
094978182,Verweis,094927405,True
094978182,Verweis,094977127,True
094978182,Verweis,09497702X,True
094978182,Verweis,094978301,True
094978182,Verweis,094978298,True
094978182,Verweis,09497828X,True
094978182,Verweis,094978271,True
094978182,Verweis,094978263,True
094978182,Verweis,094978255,True
094978182,Verweis,094978247,True
094978182,Verweis,094978239,True
094978182,Verweis,094978220,True
094978182,Verweis,094977011,True
094978182,Verweis,09490524X,True
094978182,Verweis,094976937,True
094978182,Verweis,094976953,True
094978182,Verweis,094978212,True
094978182,Verweis,094978204,True
094978182,Verweis,094978190,True
094978182,Verweis,094976945,True
094978182,Verweis,094976929,True
094978182,Verweis,NEU-094978182-98,True
094978182,Verweis,NEU-094978182-99,True
094978182,Verweis,094978174,True
094978182,Verweis,094978166,True
094978182,Verweis,094978158,True
094978182,Verweis,09497814X,True
094978182,Verweis,094978131,True
094978182,Verweis,094978123,True
094978182,Verweis,094978115,True
094978182,Verweis,094978107,True
094978182,Verweis,094978093,True
094978182,Verweis,094978085,True
094978182,Verweis,094978077,True
094978182,Verweis,094978069,True
094978182,Verweis,094978050,True
094978182,Verweis,094978042,True
094978182,Verweis,094976880,True
094978182,Verweis,094978034,True
094978182,Verweis,094947325,True
094978182,Verweis,094978026,True
094978182,Verweis,094916306,True
NEU-094978182-99,Verweis,094978182,True
094978174,Verweis,094927405,True
094978174,Verweis,094977127,True
094978174,Verweis,09497702X,True
094978174,Verweis,094978301,True
094978174,Verweis,094978298,True
094978174,Verweis,09497828X,True
094978174,Verweis,094978271,True
094978174,Verweis,094978263,True
094978174,Verweis,094978255,True
094978174,Verweis,094978247,True
094978174,Verweis,094978239,True
094978174,Verweis,094978220,True
094978174,Verweis,094977011,True
094978174,Verweis,09490524X,True
094978174,Verweis,094976937,True
