quelle,typ,ziel,ziel_vorhanden
094920559,Antwort,543512770,True
543512770,Antrittsrede,094923191,True
543512770,Antrittsrede,094920559,True
09490457X,Hauptteil,094899355,True
094907374,Antwort,NEU-ANTWORT-26,True
NEU-ANTWORT-26,Antrittsrede,094907374,True
094919089,Antwort,NEU-ANTWORT-27,True
NEU-ANTWORT-27,Antrittsrede,094919089,True
094918112,Antwort,NEU-ANTWORT-28,True
NEU-ANTWORT-28,Antrittsrede,094918112,True
094951063,Nachtrag,094936471,True
094951063,Verweis,094936471,True
094956804,Verweis,094900175,True
094936471,Hauptteil,094951063,True
094936471,Verweis,094951063,True
094898278,Antwort,544080475,True
094969582,Antwort,544080475,True
544080475,Antrittsrede,094908095,True
544080475,Antrittsrede,094898278,True
544080475,Antrittsrede,094969582,True
094936951,Hauptteil,094954674,True
094908095,Antwort,544080475,True
094900175,Verweis,094956804,True
094914443,Antwort,NEU-ANTWORT-29,True
NEU-ANTWORT-29,Antrittsrede,094914443,True
094964793,Nachtrag,NEU-094964793-145,True
094929890,Verweis,094969140,True
094933987,Antwort,NEU-ANTWORT-30,True
NEU-ANTWORT-30,Antrittsrede,094933987,True
NEU-094926085-147,Verweis,094926085,True
NEU-094964793-145,Hauptteil,094964793,True
09490880X,Verweis,NEU-09490880X-146,True
094926085,Verweis,NEU-094926085-147,True
094960127,Hauptteil,094977224,True
094960127,Verweis,094977224,True
094918147,Antwort,NEU-ANTWORT-31,True
NEU-ANTWORT-31,Antrittsrede,094918147,True
NEU-09490880X-146,Verweis,09490880X,True
094931720,Verweis,094942803,True
09493441X,Antwort,546280447,True
094901694,Antwort,546280447,True
546280447,Antrittsrede,09493441X,True
546280447,Antrittsrede,094901694,True
094925240,Antwort,NEU-ANTWORT-32,True
NEU-ANTWORT-32,Antrittsrede,094925240,True
094969140,Verweis,094929890,True
094916969,Nachtrag,094898189,True
094916969,Verweis,094898189,True
094898189,Hauptteil,094916969,True
094898189,Verweis,094916969,True
094946981,Verweis,094914095,True
094924716,Verweis,094938776,True
094924716,Verweis,NEU-094924716-148,True
094924716,Verweis,094964718,True
094924716,Verweis,094952345,True
094924716,Verweis,094911525,True
094924716,Verweis,NEU-094924716-149,True
094924716,Verweis,NEU-094924716-150,True
094924716,Verweis,NEU-094924716-151,True
094924716,Verweis,NEU-094924716-152,True
094924716,Verweis,094933758,True
094924716,Verweis,NEU-094924716-153,True
094924716,Verweis,NEU-094924716-154,True
094924716,Verweis,NEU-094924716-155,True
094924716,Verweis,09491852X,True
094924562,Verweis,094953775,True
094924562,Verweis,094959846,True
094949824,Verweis,094946000,True
094949824,Verweis,094943389,True
094949824,Verweis,09496310X,True
094914095,Verweis,094946981,True
094967121,Fortsetzung,094969183,True
094967121,Verweis,094969183,True
094942803,Verweis,094931720,True
09491916X,Antwort,546640710,True
09491608X,Antwort,546640710,True
09491429X,Antwort,546640710,True
546640710,Antrittsrede,09491916X,True
546640710,Antrittsrede,09491608X,True
546640710,Antrittsrede,09491429X,True
094915830,Antwort,546642756,True
546642756,Antrittsrede,094915830,True
094953775,Verweis,094924562,True
094914680,Verweis,094966990,True
094914680,Verweis,094934398,True
09490264X,Verweis,094919607,True
09490264X,Verweis,094971005,True
09490264X,Verweis,094910774,True
094966990,Verweis,094914680,True
094919607,Verweis,09490264X,True
094946000,Verweis,094949824,True
094946000,Verweis,094943389,True
094946000,Verweis,09496310X,True
094943389,Verweis,094949824,True
094943389,Verweis,094946000,True
094943389,Verweis,09496310X,True
094976368,Fortsetzung,094939640,True
094976368,Verweis,094969965,True
094976368,Verweis,094939640,True
094969183,Hauptteil,094967121,True
094969183,Verweis,094967121,True
094938776,Verweis,094924716,True
094938776,Verweis,094964718,True
094938776,Verweis,094952345,True
094938776,Verweis,094911525,True
094938776,Verweis,NEU-094938776-156,True
094938776,Verweis,NEU-094938776-157,True
094938776,Verweis,NEU-094938776-158,True
094938776,Verweis,NEU-094938776-159,True
094938776,Verweis,094933758,True
094938776,Verweis,NEU-094938776-160,True
094938776,Verweis,NEU-094938776-161,True
094938776,Verweis,NEU-094938776-162,True
094938776,Verweis,09491852X,True
NEU-094924716-148,Verweis,094924716,True
NEU-094964718-163,Verweis,094964718,True
NEU-094952345-171,Verweis,094952345,True
NEU-094911525-180,Verweis,094911525,True
NEU-094933758-186,Verweis,094933758,True
NEU-09491852X-191,Verweis,09491852X,True
094971005,Verweis,09490264X,True
094971005,Verweis,094910774,True
094959846,Verweis,094924562,True
09496310X,Verweis,094949824,True
09496310X,Verweis,094946000,True
09496310X,Verweis,094943389,True
094935602,Verweis,094901031,True
094910774,Verweis,094971005,True
094910774,Verweis,09490264X,True
094936226,Antwort,547165242,True
547165242,Antrittsrede,094936226,True
094969450,Antwort,54716789X,True
54716789X,Antrittsrede,094969450,True
094934304,Antwort,547169612,True
547169612,Antrittsrede,094934304,True
094933642,Antwort,547171811,True
094910456,Antwort,547171811,True
547171811,Antrittsrede,094933642,True
547171811,Antrittsrede,094910456,True
094927510,Antwort,547172591,True
547172591,Antrittsrede,094927510,True
094976732,Verweis,094936625,True
09490281X,Verweis,094967490,True
094934398,Verweis,094914680,True
09490569X,Antwort,549662421,True
549662421,Antrittsrede,09490569X,True
094902925,Antwort,54966338X,True
54966338X,Antrittsrede,094902925,True
094901031,Verweis,094935602,True
094964718,Verweis,094924716,True
094964718,Verweis,094938776,True
094964718,Verweis,NEU-094964718-163,True
094964718,Verweis,094952345,True
094964718,Verweis,094911525,True
094964718,Verweis,NEU-094964718-164,True
094964718,Verweis,NEU-094964718-165,True
094964718,Verweis,NEU-094964718-166,True
094964718,Verweis,NEU-094964718-167,True
094964718,Verweis,094933758,True
094964718,Verweis,NEU-094964718-168,True
094964718,Verweis,NEU-094964718-169,True
094964718,Verweis,NEU-094964718-170,True
094964718,Verweis,09491852X,True
094967490,Verweis,09490281X,True
094936625,Verweis,094976732,True
094901368,Antwort,558576095,True
558576095,Antrittsrede,094901368,True
094952345,Verweis,094924716,True
094952345,Verweis,094938776,True
094952345,Verweis,094964718,True
094952345,Verweis,NEU-094952345-171,True
094952345,Verweis,094911525,True
094952345,Verweis,NEU-094952345-172,True
094952345,Verweis,NEU-094952345-173,True
094952345,Verweis,NEU-094952345-174,True
094952345,Verweis,NEU-094952345-175,True
094952345,Verweis,094933758,True
094952345,Verweis,NEU-094952345-176,True
094952345,Verweis,NEU-094952345-177,True
094952345,Verweis,NEU-094952345-178,True
094952345,Verweis,09491852X,True
09496906X,Verweis,094927480,True
09496906X,Verweis,094952183,True
094908591,Antwort,558997899,True
558997899,Antrittsrede,094908591,True
094912912,Antwort,559003323,True
559003323,Antrittsrede,094912912,True
094916608,Antwort,559003803,True
559003803,Antrittsrede,094916608,True
094945225,Antwort,559010761,True
559010761,Antrittsrede,094945225,True
094913862,Antwort,559036116,True
559036116,Antrittsrede,094913862,True
094913188,Antwort,559036906,True
559036906,Antrittsrede,094913188,True
094908346,Verweis,094911444,True
094910707,Verweis,094942188,True
094901082,Verweis,094958602,True
NEU-094958602-179,Verweis,094958602,True
094958602,Verweis,094901082,True
094958602,Verweis,NEU-094958602-179,True
094976457,Verweis,094976511,True
094976457,Verweis,094976449,True
094976457,Verweis,094976422,True
09495447X,Verweis,094896364,True
094922373,Verweis,094963606,True
094911444,Verweis,094908346,True
094945950,Verweis,094944245,True
094945950,Verweis,094951454,True
094976511,Verweis,094976457,True
09495352X,Verweis,094969159,True
NEU-094944245-184,Verweis,094944245,True
NEU-094951454-185,Verweis,094951454,True
094926743,Verweis,094969973,True
094926743,Verweis,094897883,True
094926743,Verweis,094963800,True
094926743,Verweis,09496047X,True
094911525,Verweis,094924716,True
094911525,Verweis,094938776,True
094911525,Verweis,094964718,True
094911525,Verweis,094952345,True
094911525,Verweis,NEU-094911525-180,True
094911525,Verweis,094933758,True
094911525,Verweis,NEU-094911525-181,True
094911525,Verweis,NEU-094911525-182,True
094911525,Verweis,NEU-094911525-183,True
094911525,Verweis,09491852X,True
NEU-094924716-149,Verweis,094924716,True
NEU-094938776-156,Verweis,094938776,True
NEU-094964718-164,Verweis,094964718,True
NEU-094952345-172,Verweis,094952345,True
NEU-094933758-187,Verweis,094933758,True
NEU-09491852X-192,Verweis,09491852X,True
094927480,Verweis,09496906X,True
NEU-094924716-150,Verweis,094924716,True
NEU-094938776-157,Verweis,094938776,True
NEU-094964718-165,Verweis,094964718,True
NEU-094952345-173,Verweis,094952345,True
NEU-094933758-188,Verweis,094933758,True
NEU-09491852X-193,Verweis,09491852X,True
094969973,Verweis,094926743,True
NEU-094924716-151,Verweis,094924716,True
NEU-094938776-158,Verweis,094938776,True
NEU-094964718-166,Verweis,094964718,True
NEU-094952345-174,Verweis,094952345,True
NEU-094933758-189,Verweis,094933758,True
NEU-09491852X-194,Verweis,09491852X,True
NEU-094924716-152,Verweis,094924716,True
NEU-094938776-159,Verweis,094938776,True
NEU-094964718-167,Verweis,094964718,True
NEU-094952345-175,Verweis,094952345,True
NEU-094933758-190,Verweis,094933758,True
NEU-09491852X-195,Verweis,09491852X,True
094963606,Verweis,094922373,True
094969159,Verweis,09495352X,True
094913536,Antwort,559200226,True
559200226,Antrittsrede,094913536,True
09496971X,Antwort,559201265,True
559201265,Antrittsrede,09496971X,True
094948976,Antwort,559201753,True
559201753,Antrittsrede,094948976,True
094944245,Verweis,094945950,True
094944245,Verweis,NEU-094944245-184,True
094944245,Verweis,094951454,True
094896364,Verweis,09495447X,True
094969965,Verweis,094976368,True
094969965,Fortsetzung,094939640,True
094951454,Verweis,094944245,True
094951454,Verweis,094945950,True
094951454,Verweis,NEU-094951454-185,True
094933758,Verweis,094924716,True
094933758,Verweis,094938776,True
094933758,Verweis,094964718,True
094933758,Verweis,094952345,True
094933758,Verweis,094911525,True
094933758,Verweis,NEU-094933758-186,True
094933758,Verweis,NEU-094933758-187,True
094933758,Verweis,NEU-094933758-188,True
094933758,Verweis,NEU-094933758-189,True
094933758,Verweis,NEU-094933758-190,True
094933758,Verweis,09491852X,True
NEU-094924716-153,Verweis,094924716,True
NEU-094938776-160,Verweis,094938776,True
NEU-094964718-168,Verweis,094964718,True
NEU-094952345-176,Verweis,094952345,True
NEU-094911525-181,Verweis,094911525,True
NEU-09491852X-196,Verweis,09491852X,True
NEU-094924716-154,Verweis,094924716,True
NEU-094938776-161,Verweis,094938776,True
NEU-094964718-169,Verweis,094964718,True
NEU-094952345-177,Verweis,094952345,True
NEU-094911525-182,Verweis,094911525,True
NEU-09491852X-197,Verweis,09491852X,True
NEU-094924716-155,Verweis,094924716,True
NEU-094938776-162,Verweis,094938776,True
NEU-094964718-170,Verweis,094964718,True
NEU-094952345-178,Verweis,094952345,True
NEU-094911525-183,Verweis,094911525,True
NEU-09491852X-198,Verweis,09491852X,True
094976449,Verweis,094976457,True
094897883,Verweis,094926743,True
094942188,Verweis,094910707,True
094939640,Hauptteil,094976368,True
094939640,Hauptteil,094969965,True
094939640,Verweis,094976368,True
094926174,Antwort,565126156,True
565126156,Antrittsrede,094926174,True
094935564,Antwort,565126318,True
094941505,Antwort,565126318,True
565126318,Antrittsrede,094935564,True
565126318,Antrittsrede,094941505,True
094933391,Antwort,565126539,True
565126539,Antrittsrede,094933391,True
09491852X,Verweis,094933758,True
09491852X,Verweis,094924716,True
09491852X,Verweis,094938776,True
09491852X,Verweis,NEU-09491852X-191,True
09491852X,Verweis,094964718,True
09491852X,Verweis,094952345,True
09491852X,Verweis,094911525,True
09491852X,Verweis,NEU-09491852X-192,True
09491852X,Verweis,NEU-09491852X-193,True
09491852X,Verweis,NEU-09491852X-194,True
09491852X,Verweis,NEU-09491852X-195,True
09491852X,Verweis,NEU-09491852X-196,True
09491852X,Verweis,NEU-09491852X-197,True
09491852X,Verweis,NEU-09491852X-198,True
094952183,Verweis,09496906X,True
094968179,Nachtrag,094908702,True
094968179,Verweis,094908702,True
094934797,Verweis,094910316,True
094934797,Verweis,NEU-094934797-199,True
094908702,Hauptteil,094968179,True
094908702,Verweis,094968179,True
094910316,Verweis,094934797,True
NEU-094934797-199,Verweis,094934797,True
094963800,Verweis,094926743,True
094938490,Verweis,09495898X,True
094938490,Verweis,094937710,True
094976422,Verweis,094976457,True
09496047X,Verweis,094926743,True
094896917,Antwort,565803697,True
565803697,Antrittsrede,094896917,True
09489664X,Antwort,565804324,True
565804324,Antrittsrede,09489664X,True
094901686,Verweis,09491737X,True
NEU-094902054-203,Verweis,094902054,True
094908117,Verweis,094902054,True
09493486X,Antwort,566453843,True
094936072,Antwort,566453843,True
566453843,Antrittsrede,09493486X,True
566453843,Antrittsrede,094936072,True
09494329X,Antwort,566562987,True
094948119,Antwort,566562987,True
566562987,Antrittsrede,09494329X,True
566562987,Antrittsrede,094948119,True
094967881,Verweis,094953074,True
094967881,Verweis,NEU-094967881-200,True
094967881,Verweis,NEU-094967881-201,True
09495898X,Verweis,094938490,True
09495898X,Verweis,094937710,True
094944911,Verweis,094969043,True
094944911,Verweis,094918627,True
094953074,Verweis,094967881,True
094969043,Verweis,094944911,True
094969043,Verweis,094918627,True
NEU-094967881-200,Verweis,094967881,True
NEU-094967881-201,Verweis,094967881,True
NEU-094937710-202,Verweis,094937710,True
094918627,Verweis,094944911,True
094918627,Verweis,094969043,True
094937710,Verweis,094938490,True
094937710,Verweis,09495898X,True
094937710,Verweis,NEU-094937710-202,True
094902054,Verweis,094908117,True
094902054,Verweis,NEU-094902054-203,True
094935599,Verweis,094906386,True
094907765,Verweis,094934169,True
094907765,Verweis,094958343,True
094948135,Antwort,570178517,True
570178517,Antrittsrede,094948135,True
094899517,Antwort,570179203,True
570179203,Antrittsrede,094899517,True
094943036,Antwort,570179696,True
570179696,Antrittsrede,094943036,True
094978018,Fortsetzung,NEU-094978018-204,True
094914141,Verweis,094918074,True
094906386,Verweis,094935599,True
094934169,Verweis,094907765,True
NEU-094978018-204,Hauptteil,094978018,True
094923809,Verweis,094941645,True
094918074,Verweis,094914141,True
09491737X,Verweis,094901686,True
094958343,Verweis,094907765,True
094940169,Verweis,094942668,True
094941076,Verweis,094932123,True
094944768,Fortsetzung,094903158,True
094944768,Verweis,094903158,True
094898839,Verweis,094967725,True
094898839,Verweis,094959668,True
094900949,Antwort,NEU-ANTWORT-33,True
094902070,Antwort,NEU-ANTWORT-33,True
NEU-ANTWORT-33,Antrittsrede,094900949,True
NEU-ANTWORT-33,Antrittsrede,094902070,True
094967725,Verweis,094898839,True
094911754,Nachtrag,094948003,True
094911754,Verweis,094948003,True
094941645,Verweis,094923809,True
094959668,Verweis,094898839,True
094903158,Hauptteil,094944768,True
094903158,Verweis,094944768,True
094948003,Hauptteil,094911754,True
094948003,Verweis,094911754,True
094932611,Antwort,NEU-ANTWORT-34,True
NEU-ANTWORT-34,Antrittsrede,094932611,True
094902291,Antwort,NEU-ANTWORT-35,True
NEU-ANTWORT-35,Antrittsrede,094902291,True
094932123,Verweis,094941076,True
094942668,Verweis,094940169,True
