Startseite,Endseite,Abbilder,ID,Titel,Autor,Jahr,Link,Schriftenreihe,Band,Textbeziehungen
1,52,mit 7 Tafeln,094971412,Paphlagonische Felsengräber. Ein Beitrag zur Kunstgeschichte Kleinasiens,"Hirschfeld, Gustav",1886,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1885/tif/&pn=0000296,07-abh,1885,
1,23,mit 2 Tafeln,09493987X,Alte Baureste und hieroglyphische Inschriften im Uadi Gasùs. Mit Bemerkungen von A. ERMAN,"Schweinfurth, Georg",1886,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1885/tif/&pn=0000355,07-abh,1885,
1,18,,094964580,Cedächtnissrede auf Leopold von Ranke,"Sybel, Heinrich von",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000039,07-abh,1886,
1,12,,094919658,Gedächtnissrede auf Georg Waitz,"Wattenbach, Wilhelm",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000057,07-abh,1886,
1,97,,094962952,Über den Bau und das System der Hexactinelliden,"Schulze, Franz Eilhard",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000071,07-abh,1886,
1,38,,094943230,Über die Annalen des Ennius,"Vahlen, Johannes",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000166,07-abh,1886,
1,74,,094966028,Das Spruchgedicht des Girard Pateg,"Tobler, Adolf",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000204,07-abh,1886,
1,102,,094977321,Über die Inquisition gegen die Waldenser in Pommern und der Mark Brandenburg,"Wattenbach, Wilhelm",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000278,07-abh,1886,
1,37,,09490555X,Über das dritte Buch der Aristotelischen Rhetorik,"Diels, Hermann",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000380,07-abh,1886,
1,68,,094916616,"Actenstücke aus der Königlichen Bank zu Theben in den Museen von Berlin, London, Paris","Wilcken, Ulrich",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000420,07-abh,1886,
1,75,mit 2 Tafeln,094928096,Die Felsenreliefs in Kleinasien und das Volk der Hittiter. Zweiter Beitrag zur Kunstgeschichte Kleinasiens,"Hirschfeld, Gustav",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000488,07-abh,1886,
35,37,,094930104,De Gorgiae epitaphio ab Aristotele citato,"Wilamowitz-moellendorff, Ulrich von",1887,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1886/tif/&pn=0000414,07-abh,1886,
1,19,,094926093,Gedächtnissrede auf Wilhelm Scherer,"Schmidt, Johannes",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000036,07-abh,1887,
1,35,,09496498X,Zur Stammesgeschichte der Hexactinelliden,"Schulze, Franz Eilhard",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000058,07-abh,1887,
1,68,mit 12 Tafeln,094946833,Nachträge zur Kenntniss der Coniferenhölzer der palaeozoischen Formationen. Aus dem Nachlass im Auftrage der Königlichen Akademie der Wissenschaften bearbeitet von G. STENZEL,"Göppert, Heinrich Robert",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000093,07-abh,1887,
1,121,,094955484,Über den Pârasîprakâça des Krishnadâsa,"Weber, Albrecht",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000176,07-abh,1887,
1,658,,09493732X,Die Ghassânischen Fürsten aus dem Hause Gafna's,"Nöldeke, Theodor",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000297,07-abh,1887,
1,31,mit 2 Tafeln,094967318,Die Fussdrüse der Opistobranchier,"Rawitz, Bernhard",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000362,07-abh,1887,
1,303,,094964955,Grundzüge einer rein geometrischen Theorie der algebraischen ebenen Curven,"Kötter, Ernst",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000398,07-abh,1887,
1,31,mit 2 Tafeln,094969000,Die Wasserleitungen von Pergamon. Vorläufiger Bericht. Mit einem Beitrage von K. SCHUCHHARDT,"Gräber, Friedrich",1888,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1887/tif/&pn=0000701,07-abh,1887,
1,59,mit 4 Tafeln,09493004X,"Über die inneren Kiemen der Batrachierlarven : I. Mittheilung. Über das Epithel der Lippen, der Mund-, Rachen- und Kiemenhöhle erwachsener Larven von Pelobates fuscus","Schulze, Franz Eilhard",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000044,07-abh,1888,
1,31,mit 5 Tafeln,094966214,Bruchstücke einer Rhizopodenfauna der Kieler Bucht,"Möbius, Karl August",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000103,07-abh,1888,
1,147,mit 12 Tafeln,09493522X,Das Gorilla-Rückenmark,"Waldeyer, Wilhelm",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000134,07-abh,1888,
1,50,mit 1 Tafel,094959536,Indo-Arabische Studien zur Aussprache und Geschichte des Indischen in der ersten Hälfte des 11. Jahrhunderts,"Sachau, Eduard",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000304,07-abh,1888,
1,117,,094911126,Die Urkunden der Approbation König Ruprecht's,"Weizsäcker, Julius",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000355,07-abh,1888,
1,91,,094937311,"Über den zweiten, grammatischen, Pârasîprakâça des Krishnadâsa","Weber, Albrecht",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000472,07-abh,1888,
1,28,,094957045,Über das Handbuch eines Inquisitors in der Kirchenbibliothek St. Nicolai in Greifswald,"Wattenbach, Wilhelm",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000563,07-abh,1888,
1,28,mit 2 Tafeln,094910219,"Eleutherocercus, ein neuer Glyptodont aus Uruguay","Koken, Ernst",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000593,07-abh,1888,
1,68,mit 3 Tafeln,094919259,Über Eisen-Resorption in thierischen Organen und Geweben,"Schneider, Robert",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000621,07-abh,1888,
1,93,mit 7 Tafeln,094926794,Über die Spectren der Elemente. Mit K. RUNGE : Erster Abschnitt,"Kayser, Heinrich",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000688,07-abh,1888,
1,23,,094955255,Tafel der Bessel'schen Functionen J0k und J1k von k,"Meissel, Ernst",1889,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1888/tif/&pn=0000797,07-abh,1888,
1,84,,09492970X,Über die chemische Natur der Glimmer,"Rammelsberg, Karl Friedrich",1890,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1889/tif/&pn=0000039,07-abh,1889,
1,35,,094977313,Über die Bezeichnung der Spongiennadeln. Unter Mitwirkung von R. VON LENDENFELD,"Schulze, Franz Eilhard",1890,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1889/tif/&pn=0000123,07-abh,1889,
1,96,,094935114,Arabische Volkslieder aus Mesopotamien,"Sachau, Eduard",1890,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1889/tif/&pn=0000149,07-abh,1889,
1,45,mit 2 Tafeln,094926778,Über die Spectren der Elemente. Mit K. RUNGE : Zweiter Abschnitt,"Kayser, Heinrich",1890,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1889/tif/&pn=0000247,07-abh,1889,
1,75,mit 10 Tafeln,094965315,"Die Gattung Stelletta, unter Mitwirkung von F. E. SCHULZE","Lendenfeld, Robert von",1890,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1889/tif/&pn=0000292,07-abh,1889,
1,40,mit 2 Tafeln,094958416,Zur antiken Topographie der Palmyrene,"Moritz, Bernhard",1890,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1889/tif/&pn=0000367,07-abh,1889,
1,75,,094953627,Über die chemische Natur der Turmaline,"Rammelsberg, Karl Friedrich",1891,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1890/tif/&pn=0000037,07-abh,1890,
1,66,,094935238,Rense als Wahlort,"Weizsäcker, Julius",1891,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1890/tif/&pn=0000115,07-abh,1890,
1,56,,094933022,Die urheimath der Indogermanen und das europäische zahlsystern,"Schmidt, Johannes",1891,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1890/tif/&pn=0000181,07-abh,1890,
1,66,mit 1 Tafel,094902372,Über die Spectren der Elemente. Mit K. RUNGE : Dritter Abschnitt,"Kayser, Heinrich",1891,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1890/tif/&pn=0000239,07-abh,1890,
1,135,,094935181,Griechische Marmorstudien,"Lepsius, Richard",1891,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1890/tif/&pn=0000306,07-abh,1890,
1,23,mit 1 Tafel,094931283,Über Trichoplax adhaerens,"Schulze, Franz Eilhard",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1891/tif/&pn=0000036,07-abh,1891,
1,461,,094941068,Über die Hochgebirgsflora des tropischen Afrika,"Engler, Adolf",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1891/tif/&pn=0000060,07-abh,1891,
1,54,,094954402,"Das arabische Märchen vom Doctor und Garkoch. Herausgegeben, übersetzt und in seinem litterarischen Zusammenhange beleuchtet","Nöldeke, Theodor",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1891/tif/&pn=0000521,07-abh,1891,
1,23,mit 2 Tafeln,094930651,Die Tempelgiebel von Olympia,"Curtius, Ernst",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1891/tif/&pn=0000575,07-abh,1891,
1,72,mit 2 Tafeln,094919283,Über die Spectren der Elemente. Mit K. RUNGE : Vierter Abschnitt,"Kayser, Heinrich",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1891/tif/&pn=0000602,07-abh,1891,
1,115,mit 3 Tafeln,094966753,Untersuchungen über die Orientirungstorsionen der Blätter und Blüthen. Mit G. KBABBE,"Schwendener, Simon",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000038,07-abh,1892,
1,55,,094919828,Die systematische Anordnung der monokotyledoneen Angiospermen,"Engler, Adolf",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000156,07-abh,1892,
1,66,mit 6 Tafeln,094967954,"Über die inneren Kiemen der Batrachierlarven : II. Mittheilung. Skelet, Musculatur, Blutgefässe, Filterapparat, respiratorische Anhange und Athmungsbewegungen erwachsener Larven von Pelobates fuscus","Schulze, Franz Eilhard",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000211,07-abh,1892,
1,27,mit 2 Tafeln,094933219,Glücksrad und Lebensrad,"Weinhold, Karl",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000285,07-abh,1892,
1,39,mit 1 Tafel,094919305,Über die Spectren der Elemente. Mit K. RUNGE : Fünfter Abschnitt,"Kayser, Heinrich",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000317,07-abh,1892,
1,66,mit 3 Tafeln,09496808X,Über das Ei von Branchipus Grubii v. Dyb. von der Bildung bis zur Ablage,"Brauer, August",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000351,07-abh,1892,
1,28,mit 1 Tafel,094919313,Über die Spectren der Elemente. Mit K. RUNGE : Sechster Abschnitt,"Kayser, Heinrich",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000420,07-abh,1892,
1,55,mit 1 Tafel,094966826,Der grosse Sternhaufen im Hercules Messier 13 nach Aufnahmen am Potsdamer photographischen Refractor,"Scheiner, Julius",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000450,07-abh,1892,
1,48,mit 1 Tafel,094954070,Untersuchungen über die Demenordnung des Kleisthenes,"Milchhoefer, Arthur",1892,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1892/tif/&pn=0000507,07-abh,1892,
1,22,,094946027,Gedächtnissrede auf Leopold Kronecker,"Frobenius, Georg",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000038,07-abh,1893,
1,21,,094966834,Gedächtnissrede auf Werner von Siemens,"Kundt, August",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000060,07-abh,1893,
1,60,mit 1 Tafel,094963231,Über den neuen Stern im Fuhrmann,"Vogel, Hermann Carl",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000083,07-abh,1893,
1,125,,09496386X,Sigebert's von Gembloux Passio Sanctae Luciae Virginis und Passio Sanctorum Thebeorum,"Dümmler, Ernst",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000146,07-abh,1893,
1,158,,094954453,"Über die Königsweihe, den râjasûya","Weber, Albrecht",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000271,07-abh,1893,
1,32,,094904065,Die Dispersion der Luft. Mit K. RUNGE,"Kayser, Heinrich",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000432,07-abh,1893,
1,84,,094901376,"Abyssinische Pflanzennamen. Eine alphabetische Aufzählung von Namen einheimischer Gewächse in Tigrinja sowie in anderen semitischen und hamitischen Sprachen von Abyssinien, unter Beifügung der botanischen Artbezeichnung","Schweinfurth, Georg",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000464,07-abh,1893,
1,20,mit 1 Tafel,094928509,Über die Spectren der Elemente. Mit K. RUNGE : Siebenter Abschnitt,"Kayser, Heinrich",1893,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1893/tif/&pn=0000548,07-abh,1893,
1,86,,094960828,Über die Gliederung der Vegetation von Usambara und der angrenzenden Gebiete,"Engler, Adolf",1894,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1894/tif/&pn=0000048,07-abh,1894,
1,60,mit 9 Tafeln,094977305,Hexactinelliden des indischen Oceanes : I. Theil. Die Hyalonematiden,"Schulze, Franz Eilhard",1894,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1894/tif/&pn=0000134,07-abh,1894,
1,38,,094927278,Über Leben und Schriften des Mönches Theoderich (von Amorbach),"Dümmler, Ernst",1894,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1894/tif/&pn=0000205,07-abh,1894,
1,9,mit 4 Tafeln,094952582,Photographische Aufnahmen Fraunhofer'scher Beugungsfiguren. Mit S. HIRAYAMA,"Scheiner, Julius",1894,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1894/tif/&pn=0000246,07-abh,1894,
1,66,mit 4 Tafeln,094967814,"Über die culturgeschichtliche Stellung des Kaukasus, unter besonderer Berücksichtigung der ornamentirten Bronzegürtel aus transkaukasischen Gräbern","Virchow, Rudolf",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000038,07-abh,1895,
1,83,mit 5 Tafeln,094954224,Die Plesiosaurier der süddeutschen Liasformation,"Dames, Wilhelm",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000108,07-abh,1895,
1,92,mit 8 Tafeln,094977291,Hexactinelliden des indischen Oceanes : II.Theil. Die Hexasterophora,"Schulze, Franz Eilhard",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000197,07-abh,1895,
1,92,,094901279,Skizze des Fellichi-Dialekts von Mosul,"Sachau, Eduard",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000299,07-abh,1895,
1,39,mit 1 Tafel,094948240,Die Segmentirung des Insectenkörpers,"Heymons, Richard",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000394,07-abh,1895,
1,80,mit 2 Tafeln,094955468,"Die neuplatonische, fälschlich dem Galen zugeschriebene Schrift Pros Gauron peri tu pos empsychutai ta embrya aus der Pariser Handschrift zum ersten Male herausgegeben","Kalbfleisch, Karl",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000435,07-abh,1895,
1,61,,094934789,Westfriesische Studien,"Siebs, Theodor",1895,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1895/tif/&pn=0000517,07-abh,1895,
1,43,,094903921,Gedächtnissrede auf Heinrich von Sybel und Heinrich von Treitschke,"Schmoller, Gustav",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000037,07-abh,1896,
1,50,,09496694X,Gedächtnissrede auf Hermann von Helmholtz,"Du Bois-Reymond, Emil",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000080,07-abh,1896,
1,27,mit 3 Tafeln,094935017,Über die geographische Verbreitung der Rutaceen im Verhältniss zu ihrer systematischen Gliederung,"Engler, Adolf",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000132,07-abh,1896,
1,36,mit 1 Tafel,094953686,Über die geographische Verbreitung der Zygophyllaceen im Verhältniss zu ihrer systematischen Gliederung,"Engler, Adolf",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000162,07-abh,1896,
1,50,,094909504,Zur Geschichte des heidnischen Ritus,"Weinhold, Karl",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000201,07-abh,1896,
1,77,mit 10 Tafeln,094965722,Gespräch eines Lebensmüden mit seiner Seele. Aus dem Papyrus 3024 der Königlichen Museen,"Erman, Adolf",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000251,07-abh,1896,
1,85,,094938857,Die pseudo-aristotelischen Probleme über Musik,"Stumpf, Karl",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000338,07-abh,1896,
1,66,mit 2 Tafeln,094966885,Grundzüge der Entwickelung und des Körperbaues von Odonaten und Ephemeriden,"Heymons, Richard",1896,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1896/tif/&pn=0000426,07-abh,1896,
1,14,,094904197,Gedächtnissrede auf Ernst Curtius,"Köhler, Ulrich",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000033,07-abh,1897,
1,64,,094952027,Bruchstucke koptischer Volkslitteratur,"Erman, Adolf",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000049,07-abh,1897,
1,61,,094932808,Die mystische Neunzahl bei den Deutschen,"Weinhold, Karl",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000113,07-abh,1897,
1,120,,094963061,Berichte des Secretars der brandenburgischen Societät der Wissenschaften J. Th. Jablonski an den Präsidenten G. W. Leibniz (1700-1715) nebst einigen Antworten von Leibniz,"Harnack, Adolf",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000174,07-abh,1897,
1,18,mit 1 Tafel,094945705,Das Rückenmark von Elephas indicus,"Kopsch, Friedrich",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000297,07-abh,1897,
1,44,,094956510,Über die Bogenspectren der Elemente der Platingruppe,"Kayser, Heinrich",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000316,07-abh,1897,
1,32,mit 3 Tafeln,094962588,Mars-Beobachtungen 1896-97 auf der Manora-Sternwarte in Lussin piccolo,"Brenner, Leo",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000361,07-abh,1897,
1,38,,094942420,Epigraphisches aus Aegina,"Fränkel, Max",1897,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1897/tif/&pn=0000397,07-abh,1897,
1,24,,094965129,Gedächtnissrede auf Emil du Bois-Reymond,"Engelmann, Theodor Wilhelm",1898,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1898/tif/&pn=0000040,07-abh,1898,
1,14,,09493150X,Gedächtnissrede auf Wilhelm Wattenbach,"Dümmler, Ernst",1898,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1898/tif/&pn=0000064,07-abh,1898,
1,11,,094947996,Gedächtnissrede auf Ernst Beyrich,"Dames, Wilhelm",1898,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1898/tif/&pn=0000078,07-abh,1898,
1,20,mit 2 Tafeln,094906092,"Über die ethnologische Stellung der prähistorischen und protohistorischen Ägypter, nebst Bemerkungen über Entfärbung und Verfärbung der Haare","Virchow, Rudolf",1898,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1898/tif/&pn=0000091,07-abh,1898,
1,69,,094953139,Die Verehrung der Quellen in Deutschland,"Weinhold, Karl",1898,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1898/tif/&pn=0000115,07-abh,1898,
1,196,mit 4 Tafeln,094949069,Bestimmung der Gravitationsconstante und der mittleren Dichtigkeit der Erde durch Wägungen. Mit O. KRIGAR-MENZEL,"Richarz, Franz",1898,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/1898/tif/&pn=0000187,07-abh,1898,
1,46,,094961301,Hexactinelliden des Indischen Oceanes : Dritter Theil,"Schulze, Franz Eilhard",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000070,07-abh,18991900,
1,64,,094965641,"Die Kolon-Nischen, die Arteriae colicae und die Arterienfelder der Bauchhöhle, nebst Bemerkungen zur Topographie des Duodenum und Pankreas","Waldeyer, Wilhelm",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000123,07-abh,18991900,
1,40,,094965099,Aristotelis qui fertur de Melisso Xenophane Gorgia libellus,"Diels, Hermann",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000193,07-abh,18991900,
1,98,,094937028,Radbertes Epitaphium Arsenii,"Dümmler, Ernst",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000233,07-abh,18991900,
1,60,,094902682,Über die Versschlüsse in den Komödien des Terentius,"Vahlen, Johannes",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000332,07-abh,18991900,
1,49,,094963223,Untersuchungen über den Bau des Centralnervensystems der Affen,"Krause, Rudolf",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000610,07-abh,18991900,
1114,1114,mit 2 Tafeln,094916047,Die Verbreitung der Cactaceae im Verhältniss zu ihrer systematischen Gliederung,"Schumann, Karl",1900,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/07-abh/18991900/tif/&pn=0000494,07-abh,18991900,
