Startseite,Endseite,Abbilder,ID,Titel,Autor,Jahr,Link,Schriftenreihe,Band,Textbeziehungen
155,156,,094952701,Von Bandwürmern in den Gedärmen der Gänse,"Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000172,04-phys,1,
156,158,,094952566,Von Bandwürmern in den Fischen,"Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000173,04-phys,1,
158,161,,094903476,"Spuren der Erzeugung der Bandwürmer in Fischen und Vögeln, wie auch von den Spuhlwürmern und Bandwürmern in der Oberfläche der Leber der Fische und Mäuse","Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000174,04-phys,1,
161,164,,094902658,"Beobachtungen zur genauern Kenntniß der Spuhlwürmer, zum Beweise der Hypothese, daß diese bloß Larven oder Nymphen der Bandwürmer sind","Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000177,04-phys,1,
164,171,,09497604X,Nachricht an den Secretair der Gesellschaft von einem Blutwasser im Marienburgischen,"Holst, Gabriel",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000180,04-phys,1,
171,177,,094900124,"Betrachtungen über zwo Beobachtungen eines durch die Fäulnis gewordenen Wassers, das nach der gemeinen Aussage in Blut sich verwandelt haben soll. Die erste Beobachtung hatte Herr Elsholz im Jahre 1677. der Academie der Naturforscher, die andere Herr Holst im Jahre 1712, der königlichen Preußischen Gesellschaft der Wissenschaften mitgetheilt","Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000187,04-phys,1,
178,180,,094944822,"Nachricht aus Pommern von einem Blutwasser, das im Jahre 1724. bey Sarow einem Stargardischen Dorfe in einem Sumpfe gefunden wurde",Ohne Angabe Des Verfassers,1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000194,04-phys,1,
180,183,,094946396,Anmerkungen über die Nachricht von dem Pommerschen Blutwasser,Ohne Angabe Des Verfassers,1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000196,04-phys,1,
184,186,,094965528,Practisch-chirurgische Beobachtung einer Augenentzündung mit einem Beinfraße der Augenhöhle,"Holtzendorff, Ernst Konrad",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000200,04-phys,1,
186,191,,094930074,Auszug aus Herrn Iohrenius ungedruckter Abhandlung von einem neuen Hygroscope,"Johrenius, Martin Daniel",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000202,04-phys,1,
191,203,,09491690X,Untersuchung des Kamphers,"Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000207,04-phys,1,
203,213,,094957614,"Beweis, daß die gewöhnliche Probe des Franzbrandteweins in der That ganz falsch und trüglich sey","Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000219,04-phys,1,
214,218,,094902402,Von dem caustischen urinösen Spiritus,"Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000230,04-phys,1,
218,220,,094970084,Von der Extrahirung der wesentlichern Pflanzensalze durch höchstgereinigten Weingeist,"Spiess, N.",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000234,04-phys,1,
220,244,,094917094,Nachricht von den Versuchen und Erscheinungen bey der Auflösung des ungelöschten Kalkes in Salpetergeiste,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000236,04-phys,1,
244,258,,094938482,Meteorologisch-medicinische Beobachtungen des Jahres 1724,"Scheuchzer, Johann Jakob",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000260,04-phys,1,
259,271,,094919046,Krankengeschichte aus seinen meteorologischen Beobachtungen des Junius und Julius 1724,"Scheuchzer, Johann Jakob",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000275,04-phys,1,
271,272,,094924503,Beobachtung eines Regenbogens um der Sonne,"Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000287,04-phys,1,
273,304,,094899568,"Theorie des Schießpulvers, aus dem Französischen übersetzt","Bélidor, Bernard de",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000289,04-phys,1,
305,316,,094897700,"Auszug einer Abhandlung des Herrn David Hermann, Pastor zu Masla, von den Maslensischen Conchiten","Hermann, Leonhard David",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000321,04-phys,1,
317,372,,094929483,Beobachtung der Wiederherstellung des Gesichts durch ein freywilliges Niedersteigen des grauen Staars,"Ludolff, Michael Matthias",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000333,04-phys,1,
372,384,,094971285,"Beweis, daß die Mischung mit Violensyrup eine nicht hinlängliche und trügliche Probe der flüßigen Materien ist","Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000388,04-phys,1,
384,392,,094952833,Untersuchung der Verbesserung des Rübesamenöles,"Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000400,04-phys,1,
392,420,,094890552,"Von der kaustischen Kraft, und der Verwandlung der feuerfesten alcalischen Salze in Mittelsalze, wenn sie an die freye Luft gesetzt werden","Neumann, Kaspar",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000408,04-phys,1,
420,439,,094939667,Einige chemische Versuche in Ansehung der Scheidung des vitriolisirten Weinsteins,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000436,04-phys,1,
439,454,,094946590,Beobachtungen und Versuche von der electrischen Kraft des Glases und anderer Körper,"Schilling, Johann Jakob",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000455,04-phys,1,
454,460,,094957436,Fortsetzung der vorigen Abhandlung von der Electricität,"Schilling, Johann Jakob",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000470,04-phys,1,
460,462,,094976155,Von den Spuhlwürmern in den Heuschrecken,"Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000476,04-phys,1,
774,774,,094937265,Von der Kur des Zahngeschwürs und der Backenfistel,"Valentini, Michael Bernhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/1/tif/&pn=0000090,04-phys,1,
3,10,,094927685,"Sendschreiben von der Beschaffenheit und Lage der Thänendrüsen unter den Augenliedern, und dem Abflusse der Thränen in die Nasenhöhle","Vater, Abraham",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000014,04-phys,2,
10,18,,094903646,"Auszug aus des berühmten Herrn de L'Isle Schreiben an den Herrn K**** von seiner neuen Art, allgemeine und beständige Thermometer zu verfertigen","Delisle, Joseph Nicolas",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000021,04-phys,2,
19,45,,094905800,"Beschreibung eines Hyetometers, das für die Königl. Preußische Gesellschaft der Wissenschaften von Herrn Augustin Grischow verfertigt ist, und eben desselben sechsjährige Hyetometrische Beobachtungen zu Berlin","Grischow, Augustin",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000030,04-phys,2,
45,54,,094967253,"Fortsetzung der vorigen Hyetometrischen Beobachtungen mit dem Grischowischen Hyetometer, in den Jahren 1734 und 1735","Grischow, Augustin",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000056,04-phys,2,
55,64,,094900868,Fortsetzung der vorigen Beobachtungen in den Jahren 1736 bis 1739,"Grischow, Augustin",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000066,04-phys,2,
66,96,,09490295X,"Herrn Andr. Celsius, Königl. Professor der Astronomie, und Secretair der Gesellschaft der Wissenschaften zu Upsal, Meteorologische Beobachtungen des Jahrs 1731 altes Stils, aufgezeichnet zu Upsal","Celsius, Anders",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000077,04-phys,2,
97,107,,094927421,Vergleichung einiger Meteorologischen Beobachtungen in Pensylvanien mit den Beobachtungen in Berlin,"Kirch, Christfried",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000108,04-phys,2,
107,113,,094957738,Beobachtung eines großen feigwarzenartigen Geschwulstes (marisca oder sycosis) in der Schaam einer Frauensperson,"Eller, Johann Theodor",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000118,04-phys,2,
113,122,,094890587,Theoretische und practische Erläuterung des mit einer Haut umgebenen Blasensteines,"Eller, Johann Theodor",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000124,04-phys,2,
122,127,,094957320,"C. M. D. Nachricht von den Knochen, die bey Jossen gefunden werden",Ohne Angabe Des Verfassers,1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000133,04-phys,2,
127,129,,094971358,Von der Gefräßigkeit des Flußwiesels (mustela fluuiatilis) und von den im Magen dieses Fisches gefundenen Bandwürmern,"Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000138,04-phys,2,
129,130,,094943273,"Von den Bandwürmern in einem gewissen stachlichten Fische, der in der Mark Brandenburg Stecherling genennt wird","Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000140,04-phys,2,
131,135,,094959307,Von dem aus seiner Hülle hervorkriechenden Nachtvogel des Seidenwurms,"Frisch, Johann Leonhard",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000142,04-phys,2,
135,141,,094967245,"Nachricht von einer mit Schwefeldampfe angefüllten Höhle in einem Pyrmonter Steinbruche, die der Neapolitanischen Höhle ähnlich ist, die Herr Misson und andere unter dem Namen Grotta del Cane beschrieben haben","Seip, Johann Philipp",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000146,04-phys,2,
142,160,,094966087,Verschiedene Bemerkungen über die Knochen,"Buddeus, Augustin",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000153,04-phys,2,
161,171,,094949964,"Historisch physikalische Untersuchung der Flußmuscheln, die bey Masla in Schlesien gefunden werden, und Perlen in sich enthalten","Hermann, Leonhard David",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000172,04-phys,2,
171,175,,094903336,Von dem krätzigen Herzen eines krätzigen Knabens,"Buddeus, Augustin",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000182,04-phys,2,
176,177,,094904898,"Von einem achttägigen Wechselfieber, das 18 Jahr daurete","Ludolff, Michael Matthias",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000187,04-phys,2,
178,180,,094920222,"Beobachtung eines Erbrechens, und einer Engbrüstigkeit, die länger als sechs Jahre fortdaureten, und durch ein geringes Arzneymittel vertrieben wurden","Ludolff, Michael Matthias",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000189,04-phys,2,
180,184,,094924104,"Von der Starrsucht (ecstasis) und Wassersucht (hydrops ascites), die bey einem Frauenzimmer durch den Zorn entstanden waren","Ludolff, Michael Matthias",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000191,04-phys,2,
184,186,,094900337,"Von einem langwierigen, beschwerlichen Schlucken","Ludolff, Michael Matthias",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000195,04-phys,2,
186,188,,094948445,"Von dem plötzlich entstandenen schwarzen Staare in beyden Augen eines Jünglings, der durch Aderlassen kurirt wurde","Sprögel, Theodor",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000197,04-phys,2,
188,192,,094945802,"Von den Konvulsionen und der Aphonie eines rasendmelancholischen Mädgens, die durch einen Blutfluß geheilt wurden","Sprögel, Theodor",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000199,04-phys,2,
192,195,,094945993,"Von einem angebohrnen und kurirten, häutigen, grauen Staare bey einer blind gebohrnen Person von 33 Jahren","Sprögel, Theodor",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000203,04-phys,2,
195,211,,094901570,Pathologisch-practische Abhandlung von dem Arthritischen Sodbrennen,"Schaarschmidt, Samuel",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000206,04-phys,2,
211,227,,094960267,Beweis des Daseyns der thierischen Säure durch chemische Versuche,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000222,04-phys,2,
228,243,,09494797X,"Chemische Untersuchung des Wasserbleyes, plumbum scriptorium oder plumbago","Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000239,04-phys,2,
244,264,,094943303,"Chemische Untersuchung des Braunsteins, oder der Magnesia der Glasschmelzer","Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000255,04-phys,2,
265,277,,094897514,Verhältnisse des festen Phosphorus gegen Metalle und Halbmetalle,"Marggraf, Andreas Sigismund",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000276,04-phys,2,
278,294,,094930767,"Verschiedene neue Arten den Urinphosphorus leichter zu verfertigen, und ihn sehr geschwind aus dem Phlogiston und einem gewissen, besondern Urinsalze zusammen zu setzen","Marggraf, Andreas Sigismund",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000289,04-phys,2,
294,301,,094922772,Methode der Destillation und Dephlegmation durch Hülfe der Sonnenwärme,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000305,04-phys,2,
301,310,,094898596,Betrachtungen über das Alcali des Kochsalzes,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000312,04-phys,2,
311,318,,09494668X,Bemerkungen über die Ursache der rothen Dämpfe der Salpetersäure,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000322,04-phys,2,
319,327,,094913412,Einwürfe gegen die chemische Zergliederung des weißen Vitriols von Herrn Lemery,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000330,04-phys,2,
327,331,,094910944,Auszug aus einem Briefe des Herrn Sam. Benj. Cnoll über das Indianische natürliche Alcali und den Borax,"Pott, Johann Heinrich",1781,https://digilib.bbaw.de/digitallibrary/digilib.html?fn=silo10/Bibliothek.tiff/04-phys/2/tif/&pn=0000338,04-phys,2,
